content,score,at,case_folding,cleaning,tokenization,stopword_removal,stemming,clean_review,sentiment
kenapa harus bayar,1,2026-05-06 14:51:22,kenapa harus bayar,kenapa harus bayar,"['kenapa', 'harus', 'bayar']",['bayar'],['bayar'],bayar,Netral
baguslah pokoknya,5,2026-05-06 11:56:23,baguslah pokoknya,baguslah pokoknya,"['baguslah', 'pokoknya']","['baguslah', 'pokoknya']","['bagus', 'pokok']",bagus pokok,Netral
"nih netflix kenapa dah pembayarannya langsung otomastis, kenapa gak ada confirm dulu gitu sama sekali, maen nyedot aja, udah mah filmnya gak lengkap, kadang suka error. gak lagi-lagi langganan di sini dah",1,2026-05-06 11:02:28,"nih netflix kenapa dah pembayarannya langsung otomastis, kenapa gak ada confirm dulu gitu sama sekali, maen nyedot aja, udah mah filmnya gak lengkap, kadang suka error. gak lagi-lagi langganan di sini dah",nih netflix kenapa dah pembayarannya langsung otomastis kenapa gak ada confirm dulu gitu sama sekali maen nyedot aja udah mah filmnya gak lengkap kadang suka error gak lagilagi langganan di sini dah,"['nih', 'netflix', 'kenapa', 'dah', 'pembayarannya', 'langsung', 'otomastis', 'kenapa', 'gak', 'ada', 'confirm', 'dulu', 'gitu', 'sama', 'sekali', 'maen', 'nyedot', 'aja', 'udah', 'mah', 'filmnya', 'gak', 'lengkap', 'kadang', 'suka', 'error', 'gak', 'lagilagi', 'langganan', 'di', 'sini', 'dah']","['nih', 'netflix', 'dah', 'pembayarannya', 'langsung', 'otomastis', 'gak', 'confirm', 'gitu', 'maen', 'nyedot', 'aja', 'udah', 'mah', 'filmnya', 'gak', 'lengkap', 'kadang', 'suka', 'error', 'gak', 'lagilagi', 'langganan', 'dah']","['nih', 'netflix', 'dah', 'bayar', 'langsung', 'otomastis', 'gak', 'confirm', 'gitu', 'maen', 'nyedot', 'aja', 'udah', 'mah', 'film', 'gak', 'lengkap', 'kadang', 'suka', 'error', 'gak', 'lagilagi', 'langgan', 'dah']",nih netflix dah bayar langsung otomastis gak confirm gitu maen nyedot aja udah mah film gak lengkap kadang suka error gak lagilagi langgan dah,Netral
di android 5.1 tidak bisa login kecewa sih,1,2026-05-06 10:20:41,di android 5.1 tidak bisa login kecewa sih,di android tidak bisa login kecewa sih,"['di', 'android', 'tidak', 'bisa', 'login', 'kecewa', 'sih']","['android', 'login', 'kecewa', 'sih']","['android', 'login', 'kecewa', 'sih']",android login kecewa sih,Netral
"susah mau login, tunggu dalam beberapa menit, berapa menit apaan udb dri tdi malam anjirr",1,2026-05-06 09:20:16,"susah mau login, tunggu dalam beberapa menit, berapa menit apaan udb dri tdi malam anjirr",susah mau login tunggu dalam beberapa menit berapa menit apaan udb dri tdi malam anjirr,"['susah', 'mau', 'login', 'tunggu', 'dalam', 'beberapa', 'menit', 'berapa', 'menit', 'apaan', 'udb', 'dri', 'tdi', 'malam', 'anjirr']","['susah', 'login', 'tunggu', 'menit', 'menit', 'udb', 'dri', 'tdi', 'malam', 'anjirr']","['susah', 'login', 'tunggu', 'menit', 'menit', 'udb', 'dri', 'tdi', 'malam', 'anjirr']",susah login tunggu menit menit udb dri tdi malam anjirr,Netral
"baru juga beli langganan udah mentok logo aja terus gimana saya mau nonton coba? dikira bayar langganan pake daun kali ya, sangat disayangkan ini aplikasi ga sesuai ekspektasi",1,2026-05-06 07:13:55,"baru juga beli langganan udah mentok logo aja terus gimana saya mau nonton coba? dikira bayar langganan pake daun kali ya, sangat disayangkan ini aplikasi ga sesuai ekspektasi",baru juga beli langganan udah mentok logo aja terus gimana saya mau nonton coba dikira bayar langganan pake daun kali ya sangat disayangkan ini aplikasi ga sesuai ekspektasi,"['baru', 'juga', 'beli', 'langganan', 'udah', 'mentok', 'logo', 'aja', 'terus', 'gimana', 'saya', 'mau', 'nonton', 'coba', 'dikira', 'bayar', 'langganan', 'pake', 'daun', 'kali', 'ya', 'sangat', 'disayangkan', 'ini', 'aplikasi', 'ga', 'sesuai', 'ekspektasi']","['beli', 'langganan', 'udah', 'mentok', 'logo', 'aja', 'gimana', 'nonton', 'coba', 'bayar', 'langganan', 'pake', 'daun', 'kali', 'ya', 'disayangkan', 'aplikasi', 'ga', 'sesuai', 'ekspektasi']","['beli', 'langgan', 'udah', 'mentok', 'logo', 'aja', 'gimana', 'nonton', 'coba', 'bayar', 'langgan', 'pake', 'daun', 'kali', 'ya', 'sayang', 'aplikasi', 'ga', 'sesuai', 'ekspektasi']",beli langgan udah mentok logo aja gimana nonton coba bayar langgan pake daun kali ya sayang aplikasi ga sesuai ekspektasi,Netral
"Paketnya sih tdk mahal amat lah ya, kebijakan dan aturannya yg menyebalkan, yakali beli paket paling atas tdk bisa dipakai di lokasi berbeda ?, bayangin aja punya keluarga besar biar bisa nobar sana sini, eh di blokir dengan alasan bukan rumah anda, lagi bepergian mau nonton diblokir bukan rumah anda lagi ?, udah gitu pakai Wifi kenceng dibilang kesalahan jaringan gagal memutar, ganti data selular speed tembus 100 Mbps ping jitter kecil oke malah kualitas videonya burik sendiri.",1,2026-05-06 06:54:51,"paketnya sih tdk mahal amat lah ya, kebijakan dan aturannya yg menyebalkan, yakali beli paket paling atas tdk bisa dipakai di lokasi berbeda ?, bayangin aja punya keluarga besar biar bisa nobar sana sini, eh di blokir dengan alasan bukan rumah anda, lagi bepergian mau nonton diblokir bukan rumah anda lagi ?, udah gitu pakai wifi kenceng dibilang kesalahan jaringan gagal memutar, ganti data selular speed tembus 100 mbps ping jitter kecil oke malah kualitas videonya burik sendiri.",paketnya sih tdk mahal amat lah ya kebijakan dan aturannya yg menyebalkan yakali beli paket paling atas tdk bisa dipakai di lokasi berbeda bayangin aja punya keluarga besar biar bisa nobar sana sini eh di blokir dengan alasan bukan rumah anda lagi bepergian mau nonton diblokir bukan rumah anda lagi udah gitu pakai wifi kenceng dibilang kesalahan jaringan gagal memutar ganti data selular speed tembus mbps ping jitter kecil oke malah kualitas videonya burik sendiri,"['paketnya', 'sih', 'tdk', 'mahal', 'amat', 'lah', 'ya', 'kebijakan', 'dan', 'aturannya', 'yg', 'menyebalkan', 'yakali', 'beli', 'paket', 'paling', 'atas', 'tdk', 'bisa', 'dipakai', 'di', 'lokasi', 'berbeda', 'bayangin', 'aja', 'punya', 'keluarga', 'besar', 'biar', 'bisa', 'nobar', 'sana', 'sini', 'eh', 'di', 'blokir', 'dengan', 'alasan', 'bukan', 'rumah', 'anda', 'lagi', 'bepergian', 'mau', 'nonton', 'diblokir', 'bukan', 'rumah', 'anda', 'lagi', 'udah', 'gitu', 'pakai', 'wifi', 'kenceng', 'dibilang', 'kesalahan', 'jaringan', 'gagal', 'memutar', 'ganti', 'data', 'selular', 'speed', 'tembus', 'mbps', 'ping', 'jitter', 'kecil', 'oke', 'malah', 'kualitas', 'videonya', 'burik', 'sendiri']","['paketnya', 'sih', 'tdk', 'mahal', 'ya', 'kebijakan', 'aturannya', 'yg', 'menyebalkan', 'yakali', 'beli', 'paket', 'tdk', 'dipakai', 'lokasi', 'berbeda', 'bayangin', 'aja', 'keluarga', 'biar', 'nobar', 'eh', 'blokir', 'alasan', 'rumah', 'bepergian', 'nonton', 'diblokir', 'rumah', 'udah', 'gitu', 'pakai', 'wifi', 'kenceng', 'dibilang', 'kesalahan', 'jaringan', 'gagal', 'memutar', 'ganti', 'data', 'selular', 'speed', 'tembus', 'mbps', 'ping', 'jitter', 'oke', 'kualitas', 'videonya', 'burik']","['paket', 'sih', 'tdk', 'mahal', 'ya', 'bijak', 'atur', 'yg', 'sebal', 'yakali', 'beli', 'paket', 'tdk', 'pakai', 'lokasi', 'beda', 'bayangin', 'aja', 'keluarga', 'biar', 'nobar', 'eh', 'blokir', 'alas', 'rumah', 'pergi', 'nonton', 'blokir', 'rumah', 'udah', 'gitu', 'pakai', 'wifi', 'kenceng', 'bilang', 'salah', 'jaring', 'gagal', 'putar', 'ganti', 'data', 'selular', 'speed', 'tembus', 'mbps', 'ping', 'jitter', 'oke', 'kualitas', 'video', 'burik']",paket sih tdk mahal ya bijak atur yg sebal yakali beli paket tdk pakai lokasi beda bayangin aja keluarga biar nobar eh blokir alas rumah pergi nonton blokir rumah udah gitu pakai wifi kenceng bilang salah jaring gagal putar ganti data selular speed tembus mbps ping jitter oke kualitas video burik,Negatif
bagus aplikasinya,5,2026-05-06 05:01:19,bagus aplikasinya,bagus aplikasinya,"['bagus', 'aplikasinya']","['bagus', 'aplikasinya']","['bagus', 'aplikasi']",bagus aplikasi,Netral
bagus banget aplikasi nya,5,2026-05-06 02:02:38,bagus banget aplikasi nya,bagus banget aplikasi nya,"['bagus', 'banget', 'aplikasi', 'nya']","['bagus', 'banget', 'aplikasi', 'nya']","['bagus', 'banget', 'aplikasi', 'nya']",bagus banget aplikasi nya,Netral
"kesel sama aplikasi Netflix pemotongan otomatis shopepay tanpa memasukan pin ataupun sandi transaksi selama 4 bulan berturut-turut tanpa sepengetahuan yang punya akun,nyesel gua lebih baik hapus akun",1,2026-05-05 23:12:10,"kesel sama aplikasi netflix pemotongan otomatis shopepay tanpa memasukan pin ataupun sandi transaksi selama 4 bulan berturut-turut tanpa sepengetahuan yang punya akun,nyesel gua lebih baik hapus akun",kesel sama aplikasi netflix pemotongan otomatis shopepay tanpa memasukan pin ataupun sandi transaksi selama bulan berturutturut tanpa sepengetahuan yang punya akunnyesel gua lebih baik hapus akun,"['kesel', 'sama', 'aplikasi', 'netflix', 'pemotongan', 'otomatis', 'shopepay', 'tanpa', 'memasukan', 'pin', 'ataupun', 'sandi', 'transaksi', 'selama', 'bulan', 'berturutturut', 'tanpa', 'sepengetahuan', 'yang', 'punya', 'akunnyesel', 'gua', 'lebih', 'baik', 'hapus', 'akun']","['kesel', 'aplikasi', 'netflix', 'pemotongan', 'otomatis', 'shopepay', 'memasukan', 'pin', 'sandi', 'transaksi', 'berturutturut', 'sepengetahuan', 'akunnyesel', 'gua', 'hapus', 'akun']","['kesel', 'aplikasi', 'netflix', 'potong', 'otomatis', 'shopepay', 'pasu', 'pin', 'sandi', 'transaksi', 'berturutturut', 'tahu', 'akunnyesel', 'gua', 'hapus', 'akun']",kesel aplikasi netflix potong otomatis shopepay pasu pin sandi transaksi berturutturut tahu akunnyesel gua hapus akun,Netral
Not compatible di android 14? aneh,1,2026-05-05 22:40:08,not compatible di android 14? aneh,not compatible di android aneh,"['not', 'compatible', 'di', 'android', 'aneh']","['not', 'compatible', 'android', 'aneh']","['not', 'compatible', 'android', 'aneh']",not compatible android aneh,Netral
bagus banget,5,2026-05-05 20:07:15,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,Netral
"tolong dong pihak Netflix, error nya di atasi, pdhl kmrn kmrn dlu bagus aja gada terjadi kesalahan error dll, dan juga suka tiba tiba keluar sendiri dri Netflix pas msuk lg masalh kesalahan terjadi, pdhl udah coba semua solusi tp masih aja suka error, tolong diatasin yaa, ini sangat menganggu bgt ga bikin org tenang buat nonton, apalgi udah bayar"" buat lamgganan tpi malah error, yg lain pada kecewa. tolong yaa secepatnya semoga cpt membaik dn di atasi!",2,2026-05-05 19:02:30,"tolong dong pihak netflix, error nya di atasi, pdhl kmrn kmrn dlu bagus aja gada terjadi kesalahan error dll, dan juga suka tiba tiba keluar sendiri dri netflix pas msuk lg masalh kesalahan terjadi, pdhl udah coba semua solusi tp masih aja suka error, tolong diatasin yaa, ini sangat menganggu bgt ga bikin org tenang buat nonton, apalgi udah bayar"" buat lamgganan tpi malah error, yg lain pada kecewa. tolong yaa secepatnya semoga cpt membaik dn di atasi!",tolong dong pihak netflix error nya di atasi pdhl kmrn kmrn dlu bagus aja gada terjadi kesalahan error dll dan juga suka tiba tiba keluar sendiri dri netflix pas msuk lg masalh kesalahan terjadi pdhl udah coba semua solusi tp masih aja suka error tolong diatasin yaa ini sangat menganggu bgt ga bikin org tenang buat nonton apalgi udah bayar buat lamgganan tpi malah error yg lain pada kecewa tolong yaa secepatnya semoga cpt membaik dn di atasi,"['tolong', 'dong', 'pihak', 'netflix', 'error', 'nya', 'di', 'atasi', 'pdhl', 'kmrn', 'kmrn', 'dlu', 'bagus', 'aja', 'gada', 'terjadi', 'kesalahan', 'error', 'dll', 'dan', 'juga', 'suka', 'tiba', 'tiba', 'keluar', 'sendiri', 'dri', 'netflix', 'pas', 'msuk', 'lg', 'masalh', 'kesalahan', 'terjadi', 'pdhl', 'udah', 'coba', 'semua', 'solusi', 'tp', 'masih', 'aja', 'suka', 'error', 'tolong', 'diatasin', 'yaa', 'ini', 'sangat', 'menganggu', 'bgt', 'ga', 'bikin', 'org', 'tenang', 'buat', 'nonton', 'apalgi', 'udah', 'bayar', 'buat', 'lamgganan', 'tpi', 'malah', 'error', 'yg', 'lain', 'pada', 'kecewa', 'tolong', 'yaa', 'secepatnya', 'semoga', 'cpt', 'membaik', 'dn', 'di', 'atasi']","['tolong', 'netflix', 'error', 'nya', 'atasi', 'pdhl', 'kmrn', 'kmrn', 'dlu', 'bagus', 'aja', 'gada', 'kesalahan', 'error', 'dll', 'suka', 'dri', 'netflix', 'pas', 'msuk', 'lg', 'masalh', 'kesalahan', 'pdhl', 'udah', 'coba', 'solusi', 'tp', 'aja', 'suka', 'error', 'tolong', 'diatasin', 'yaa', 'menganggu', 'bgt', 'ga', 'bikin', 'org', 'tenang', 'nonton', 'apalgi', 'udah', 'bayar', 'lamgganan', 'tpi', 'error', 'yg', 'kecewa', 'tolong', 'yaa', 'secepatnya', 'semoga', 'cpt', 'membaik', 'dn', 'atasi']","['tolong', 'netflix', 'error', 'nya', 'atas', 'pdhl', 'kmrn', 'kmrn', 'dlu', 'bagus', 'aja', 'gada', 'salah', 'error', 'dll', 'suka', 'dri', 'netflix', 'pas', 'msuk', 'lg', 'masalh', 'salah', 'pdhl', 'udah', 'coba', 'solusi', 'tp', 'aja', 'suka', 'error', 'tolong', 'diatasin', 'yaa', 'menganggu', 'bgt', 'ga', 'bikin', 'org', 'tenang', 'nonton', 'apalgi', 'udah', 'bayar', 'lamgganan', 'tpi', 'error', 'yg', 'kecewa', 'tolong', 'yaa', 'cepat', 'moga', 'cpt', 'baik', 'dn', 'atas']",tolong netflix error nya atas pdhl kmrn kmrn dlu bagus aja gada salah error dll suka dri netflix pas msuk lg masalh salah pdhl udah coba solusi tp aja suka error tolong diatasin yaa menganggu bgt ga bikin org tenang nonton apalgi udah bayar lamgganan tpi error yg kecewa tolong yaa cepat moga cpt baik dn atas,Netral
Baik,5,2026-05-05 18:04:23,baik,baik,['baik'],[],[],,Netral
eps 2,1,2026-05-05 17:21:22,eps 2,eps,['eps'],['eps'],['eps'],eps,Netral
bagus banget nggak perlu ke bioskop tapi minusnya harus nunggu dan bayar,5,2026-05-05 17:18:40,bagus banget nggak perlu ke bioskop tapi minusnya harus nunggu dan bayar,bagus banget nggak perlu ke bioskop tapi minusnya harus nunggu dan bayar,"['bagus', 'banget', 'nggak', 'perlu', 'ke', 'bioskop', 'tapi', 'minusnya', 'harus', 'nunggu', 'dan', 'bayar']","['bagus', 'banget', 'nggak', 'bioskop', 'minusnya', 'nunggu', 'bayar']","['bagus', 'banget', 'nggak', 'bioskop', 'minus', 'nunggu', 'bayar']",bagus banget nggak bioskop minus nunggu bayar,Negatif
bagus tapi login nya ituloh🤦,4,2026-05-05 17:13:27,bagus tapi login nya ituloh🤦,bagus tapi login nya ituloh,"['bagus', 'tapi', 'login', 'nya', 'ituloh']","['bagus', 'login', 'nya', 'ituloh']","['bagus', 'login', 'nya', 'ituloh']",bagus login nya ituloh,Netral
sangat bagus,5,2026-05-05 11:56:12,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],bagus,Netral
"Perangkat saya terdeteksi menjadi bukan perangkat rumah , atau sedang diluar rumah dan tidak menggunakan jaringan yang sama padahal kondisi saya tetap dirumah , dan menggunakan jaringan yang sama seperti sebelumnya , saya beri bintang 1 dulu karena sejak dari kemarin akun saya sudah tidak bisa login lagi akibat masalah ini",1,2026-05-05 11:52:34,"perangkat saya terdeteksi menjadi bukan perangkat rumah , atau sedang diluar rumah dan tidak menggunakan jaringan yang sama padahal kondisi saya tetap dirumah , dan menggunakan jaringan yang sama seperti sebelumnya , saya beri bintang 1 dulu karena sejak dari kemarin akun saya sudah tidak bisa login lagi akibat masalah ini",perangkat saya terdeteksi menjadi bukan perangkat rumah atau sedang diluar rumah dan tidak menggunakan jaringan yang sama padahal kondisi saya tetap dirumah dan menggunakan jaringan yang sama seperti sebelumnya saya beri bintang dulu karena sejak dari kemarin akun saya sudah tidak bisa login lagi akibat masalah ini,"['perangkat', 'saya', 'terdeteksi', 'menjadi', 'bukan', 'perangkat', 'rumah', 'atau', 'sedang', 'diluar', 'rumah', 'dan', 'tidak', 'menggunakan', 'jaringan', 'yang', 'sama', 'padahal', 'kondisi', 'saya', 'tetap', 'dirumah', 'dan', 'menggunakan', 'jaringan', 'yang', 'sama', 'seperti', 'sebelumnya', 'saya', 'beri', 'bintang', 'dulu', 'karena', 'sejak', 'dari', 'kemarin', 'akun', 'saya', 'sudah', 'tidak', 'bisa', 'login', 'lagi', 'akibat', 'masalah', 'ini']","['perangkat', 'terdeteksi', 'perangkat', 'rumah', 'diluar', 'rumah', 'jaringan', 'kondisi', 'dirumah', 'jaringan', 'bintang', 'kemarin', 'akun', 'login', 'akibat']","['perangkat', 'deteksi', 'perangkat', 'rumah', 'luar', 'rumah', 'jaring', 'kondisi', 'rumah', 'jaring', 'bintang', 'kemarin', 'akun', 'login', 'akibat']",perangkat deteksi perangkat rumah luar rumah jaring kondisi rumah jaring bintang kemarin akun login akibat,Netral
"ini app berguna banget kalo semisal lagi bosen or lagi pengen nonnton, penyelamat nihh",5,2026-05-05 08:37:26,"ini app berguna banget kalo semisal lagi bosen or lagi pengen nonnton, penyelamat nihh",ini app berguna banget kalo semisal lagi bosen or lagi pengen nonnton penyelamat nihh,"['ini', 'app', 'berguna', 'banget', 'kalo', 'semisal', 'lagi', 'bosen', 'or', 'lagi', 'pengen', 'nonnton', 'penyelamat', 'nihh']","['app', 'berguna', 'banget', 'kalo', 'bosen', 'or', 'pengen', 'nonnton', 'penyelamat', 'nihh']","['app', 'guna', 'banget', 'kalo', 'bosen', 'or', 'ken', 'nonnton', 'selamat', 'nihh']",app guna banget kalo bosen or ken nonnton selamat nihh,Netral
"season tidak lengkap,anime tidak lengkap",3,2026-05-05 08:34:15,"season tidak lengkap,anime tidak lengkap",season tidak lengkapanime tidak lengkap,"['season', 'tidak', 'lengkapanime', 'tidak', 'lengkap']","['season', 'lengkapanime', 'lengkap']","['season', 'lengkapanime', 'lengkap']",season lengkapanime lengkap,Netral
"saya sdh berhenti berlanganan tp kenapa masih di ptong, kembalikan uang saya",3,2026-05-04 22:31:05,"saya sdh berhenti berlanganan tp kenapa masih di ptong, kembalikan uang saya",saya sdh berhenti berlanganan tp kenapa masih di ptong kembalikan uang saya,"['saya', 'sdh', 'berhenti', 'berlanganan', 'tp', 'kenapa', 'masih', 'di', 'ptong', 'kembalikan', 'uang', 'saya']","['sdh', 'berhenti', 'berlanganan', 'tp', 'ptong', 'kembalikan', 'uang']","['sdh', 'henti', 'berlanganan', 'tp', 'ptong', 'kembali', 'uang']",sdh henti berlanganan tp ptong kembali uang,Netral
enggak bisa di buat share screen,1,2026-05-04 21:54:05,enggak bisa di buat share screen,enggak bisa di buat share screen,"['enggak', 'bisa', 'di', 'buat', 'share', 'screen']","['share', 'screen']","['share', 'screen']",share screen,Netral
bagus,1,2026-05-04 21:28:11,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
sangat buruk,1,2026-05-04 20:27:52,sangat buruk,sangat buruk,"['sangat', 'buruk']",['buruk'],['buruk'],buruk,Netral
bagus,5,2026-05-04 19:10:14,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
suuka bbgtt bykk hiburraan,5,2026-05-04 18:53:03,suuka bbgtt bykk hiburraan,suuka bbgtt bykk hiburraan,"['suuka', 'bbgtt', 'bykk', 'hiburraan']","['suuka', 'bbgtt', 'bykk', 'hiburraan']","['suuka', 'bbgtt', 'bykk', 'hiburraan']",suuka bbgtt bykk hiburraan,Netral
Gabisa buat log in di Huawei matepad 11.5,1,2026-05-04 15:26:12,gabisa buat log in di huawei matepad 11.5,gabisa buat log in di huawei matepad,"['gabisa', 'buat', 'log', 'in', 'di', 'huawei', 'matepad']","['gabisa', 'log', 'in', 'huawei', 'matepad']","['gabisa', 'log', 'in', 'huawei', 'matepad']",gabisa log in huawei matepad,Netral
"aku udah paket premium baru download tapi pas ingin nonton malah GK ad tolong donk Netflix kenapa bisa gitu kayak film me before you, bridge to terabithia dan 500 days juga GK ada kecewa berat guysss💔💔💔💔💔💔😭😭😭",1,2026-05-04 15:17:06,"aku udah paket premium baru download tapi pas ingin nonton malah gk ad tolong donk netflix kenapa bisa gitu kayak film me before you, bridge to terabithia dan 500 days juga gk ada kecewa berat guysss💔💔💔💔💔💔😭😭😭",aku udah paket premium baru download tapi pas ingin nonton malah gk ad tolong donk netflix kenapa bisa gitu kayak film me before you bridge to terabithia dan days juga gk ada kecewa berat guysss,"['aku', 'udah', 'paket', 'premium', 'baru', 'download', 'tapi', 'pas', 'ingin', 'nonton', 'malah', 'gk', 'ad', 'tolong', 'donk', 'netflix', 'kenapa', 'bisa', 'gitu', 'kayak', 'film', 'me', 'before', 'you', 'bridge', 'to', 'terabithia', 'dan', 'days', 'juga', 'gk', 'ada', 'kecewa', 'berat', 'guysss']","['udah', 'paket', 'premium', 'download', 'pas', 'nonton', 'gk', 'ad', 'tolong', 'donk', 'netflix', 'gitu', 'kayak', 'film', 'me', 'before', 'you', 'bridge', 'to', 'terabithia', 'days', 'gk', 'kecewa', 'berat', 'guysss']","['udah', 'paket', 'premium', 'download', 'pas', 'nonton', 'gk', 'ad', 'tolong', 'donk', 'netflix', 'gitu', 'kayak', 'film', 'me', 'before', 'you', 'bridge', 'to', 'terabithia', 'days', 'gk', 'kecewa', 'berat', 'guysss']",udah paket premium download pas nonton gk ad tolong donk netflix gitu kayak film me before you bridge to terabithia days gk kecewa berat guysss,Netral
"gak bisa masuk lewat tab, tapi dari hp bisa..",1,2026-05-04 14:42:20,"gak bisa masuk lewat tab, tapi dari hp bisa..",gak bisa masuk lewat tab tapi dari hp bisa,"['gak', 'bisa', 'masuk', 'lewat', 'tab', 'tapi', 'dari', 'hp', 'bisa']","['gak', 'masuk', 'tab', 'hp']","['gak', 'masuk', 'tab', 'hp']",gak masuk tab hp,Netral
"tolong di perbaiki sistem loginnya masa mau login di laptop gabisa sedangkan di hp bisa,terus mau bayar masak susah juga tolong dipermudah sistemnya",1,2026-05-04 12:21:58,"tolong di perbaiki sistem loginnya masa mau login di laptop gabisa sedangkan di hp bisa,terus mau bayar masak susah juga tolong dipermudah sistemnya",tolong di perbaiki sistem loginnya masa mau login di laptop gabisa sedangkan di hp bisaterus mau bayar masak susah juga tolong dipermudah sistemnya,"['tolong', 'di', 'perbaiki', 'sistem', 'loginnya', 'masa', 'mau', 'login', 'di', 'laptop', 'gabisa', 'sedangkan', 'di', 'hp', 'bisaterus', 'mau', 'bayar', 'masak', 'susah', 'juga', 'tolong', 'dipermudah', 'sistemnya']","['tolong', 'perbaiki', 'sistem', 'loginnya', 'login', 'laptop', 'gabisa', 'hp', 'bisaterus', 'bayar', 'masak', 'susah', 'tolong', 'dipermudah', 'sistemnya']","['tolong', 'baik', 'sistem', 'loginnya', 'login', 'laptop', 'gabisa', 'hp', 'bisaterus', 'bayar', 'masak', 'susah', 'tolong', 'mudah', 'sistem']",tolong baik sistem loginnya login laptop gabisa hp bisaterus bayar masak susah tolong mudah sistem,Netral
ribet daftarnyh,1,2026-05-04 11:31:24,ribet daftarnyh,ribet daftarnyh,"['ribet', 'daftarnyh']","['ribet', 'daftarnyh']","['ribet', 'daftarnyh']",ribet daftarnyh,Netral
"bagus, tapi bisa di permurah gak sih bayar langganan nya yang untuk versi hp.. 😖 coba permurah deh, yang untuk resolusi hp dan untuk 1 orang aja (1 device), kan kadang gak setiap hari juga di tonton, pas nyoba langganan malah bingung mau nonton apa..",4,2026-05-04 11:11:34,"bagus, tapi bisa di permurah gak sih bayar langganan nya yang untuk versi hp.. 😖 coba permurah deh, yang untuk resolusi hp dan untuk 1 orang aja (1 device), kan kadang gak setiap hari juga di tonton, pas nyoba langganan malah bingung mau nonton apa..",bagus tapi bisa di permurah gak sih bayar langganan nya yang untuk versi hp coba permurah deh yang untuk resolusi hp dan untuk orang aja device kan kadang gak setiap hari juga di tonton pas nyoba langganan malah bingung mau nonton apa,"['bagus', 'tapi', 'bisa', 'di', 'permurah', 'gak', 'sih', 'bayar', 'langganan', 'nya', 'yang', 'untuk', 'versi', 'hp', 'coba', 'permurah', 'deh', 'yang', 'untuk', 'resolusi', 'hp', 'dan', 'untuk', 'orang', 'aja', 'device', 'kan', 'kadang', 'gak', 'setiap', 'hari', 'juga', 'di', 'tonton', 'pas', 'nyoba', 'langganan', 'malah', 'bingung', 'mau', 'nonton', 'apa']","['bagus', 'permurah', 'gak', 'sih', 'bayar', 'langganan', 'nya', 'versi', 'hp', 'coba', 'permurah', 'deh', 'resolusi', 'hp', 'orang', 'aja', 'device', 'kadang', 'gak', 'tonton', 'pas', 'nyoba', 'langganan', 'bingung', 'nonton']","['bagus', 'murah', 'gak', 'sih', 'bayar', 'langgan', 'nya', 'versi', 'hp', 'coba', 'murah', 'deh', 'resolusi', 'hp', 'orang', 'aja', 'device', 'kadang', 'gak', 'tonton', 'pas', 'nyoba', 'langgan', 'bingung', 'nonton']",bagus murah gak sih bayar langgan nya versi hp coba murah deh resolusi hp orang aja device kadang gak tonton pas nyoba langgan bingung nonton,Netral
"tida bsa masuk akun, terjadi kesalahan terus",1,2026-05-04 09:05:24,"tida bsa masuk akun, terjadi kesalahan terus",tida bsa masuk akun terjadi kesalahan terus,"['tida', 'bsa', 'masuk', 'akun', 'terjadi', 'kesalahan', 'terus']","['tida', 'bsa', 'masuk', 'akun', 'kesalahan']","['tida', 'bsa', 'masuk', 'akun', 'salah']",tida bsa masuk akun salah,Netral
NICE APLIKASI,5,2026-05-04 08:44:39,nice aplikasi,nice aplikasi,"['nice', 'aplikasi']","['nice', 'aplikasi']","['nice', 'aplikasi']",nice aplikasi,Positif
super,5,2026-05-04 02:57:10,super,super,['super'],['super'],['super'],super,Positif
